species_name,siteID,year,ba,trees,reg,dbh,growth,n_at_risk,n_died,mort,species
Alnus rubra,155,2,0,0,0,,,0,0,,9
Abies amabilis,155,2,0,0,0,,,0,0,,10
other,155,2,0.019793260902246,0.25,0,31.75,0.0593220338983052,1,0,0,11
Pseudotsuga menziesii,156,1,0.231493112131785,2.25,8.33333333333333,41.9341904761905,0.0605023869932582,6,0,0,1
Pinus ponderosa,156,1,1.432028808514,3.25,4.16666666666667,75.1713,0.0290533151719756,13,1,0.0769230769230769,2
Pinus contorta,156,1,0,0,0,,,0,0,,3
Abies concolor,156,1,0,0,0,,,0,0,,4
Abies grandis,156,1,0.295956437622569,1.75,4.16666666666667,52.8955,0.106237053724412,6,0,0,5
Tsuga heterophylla,156,1,0,0,0,,,0,0,,6
Tsuga mertensiana,156,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,156,1,0,0,0,,,0,0,,8
Alnus rubra,156,1,0,0,0,,,0,0,,9
Abies amabilis,156,1,0,0,0,,,0,0,,10
other,156,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,156,2,0.287591963911367,2.75,8.33333333333333,40.6188333333333,0.11362188212097,9,0,0,1
Pinus ponderosa,156,2,1.49353169555815,3.5,0,73.0546333333334,0.0236348621824866,13,0,0,2
Pinus contorta,156,2,0,0,0,,,0,0,,3
Abies concolor,156,2,0,0,0,,,0,0,,4
Abies grandis,156,2,0.351425705359372,1.75,0,57.6791666666667,0.106584249199044,7,0,0,5
Tsuga heterophylla,156,2,0,0,0,,,0,0,,6
Tsuga mertensiana,156,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,156,2,0,0,0,,,0,0,,8
Alnus rubra,156,2,0,0,0,,,0,0,,9
Abies amabilis,156,2,0,0,0,,,0,0,,10
other,156,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,157,1,0,0,0,,,0,0,,1
Pinus ponderosa,157,1,0,0,0,,,0,0,,2
Pinus contorta,157,1,0.0367312251597776,1.5,16.6666666666667,16.1544,0.586538461538462,2,0,0,3
Abies concolor,157,1,0,0,0,,,0,0,,4
Abies grandis,157,1,0.248531151116438,1.75,8.33333333333333,25.9926666666667,0.126776496248433,8,3,0.375,5
Tsuga heterophylla,157,1,0,0,0,,,0,0,,6
Tsuga mertensiana,157,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,157,1,0,0,0,,,0,0,,8
Alnus rubra,157,1,0,0,0,,,0,0,,9
Abies amabilis,157,1,0,0,0,,,0,0,,10
other,157,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,157,2,0,0,0,,,0,0,,1
Pinus ponderosa,157,2,0,0,0,,,0,0,,2
Pinus contorta,157,2,0.0887878180248591,3.25,25,17.1359285714286,0.271903423840932,6,0,0,3
Abies concolor,157,2,0,0,0,,,0,0,,4
Abies grandis,157,2,0.164534252306446,1.5,0,26.797,0.27250576079733,7,1,0.142857142857143,5
Tsuga heterophylla,157,2,0,0,0,,,0,0,,6
Tsuga mertensiana,157,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,157,2,0,0,0,,,0,0,,8
Alnus rubra,157,2,0,0,0,,,0,0,,9
Abies amabilis,157,2,0,0,0,,,0,0,,10
other,157,2,0.00938042220679243,0.5,8.33333333333333,15.367,,0,0,,11
Pseudotsuga menziesii,158,1,1.01362270826143,1.5,8.33333333333333,93.8812222222222,0.0179143736613346,4,0,0,1
Pinus ponderosa,158,1,0,0,0,,,0,0,,2
Pinus contorta,158,1,0,0,0,,,0,0,,3
Abies concolor,158,1,0,0,0,,,0,0,,4
Abies grandis,158,1,0,0,0,,,0,0,,5
Tsuga heterophylla,158,1,0.435548014270441,1.5,0,51.3926666666667,0.0318633037400236,5,0,0,6
Tsuga mertensiana,158,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,158,1,0,0,0,,,0,0,,8
Alnus rubra,158,1,0,0,0,,,0,0,,9
Abies amabilis,158,1,0.199134772516619,4,4.16666666666667,23.9500833333333,0.0803466056204404,16,1,0.0625,10
other,158,1,0.260070147184186,1.25,4.16666666666667,36.3855,0.0624422107171413,4,0,0,11
Pseudotsuga menziesii,158,2,0.758556297433327,1,0,100.245333333333,0.0297072373375444,4,0,0,1
Pinus ponderosa,158,2,0,0,0,,,0,0,,2
Pinus contorta,158,2,0,0,0,,,0,0,,3
Abies concolor,158,2,0,0,0,,,0,0,,4
Abies grandis,158,2,0,0,0,,,0,0,,5
Tsuga heterophylla,158,2,0.604794646132494,1.5,4.16666666666667,60.833,0.0315898413415353,6,1,0.166666666666667,6
Tsuga mertensiana,158,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,158,2,0,0,0,,,0,0,,8
Alnus rubra,158,2,0,0,0,,,0,0,,9
Abies amabilis,158,2,0.0958095169164526,2.25,8.33333333333333,23.7800444444444,0.0875149873865398,9,2,0.222222222222222,10
other,158,2,0.528995007565602,1.75,12.5,42.0642142857143,0.0779937308701851,4,0,0,11
Pseudotsuga menziesii,159,1,0.245104541789042,3.75,16.6666666666667,27.7600833333333,0.366037780661899,15,4,0.266666666666667,1
Pinus ponderosa,159,1,0,0,0,,,0,0,,2
Pinus contorta,159,1,0.0210802978991537,0.25,0,32.766,0.172727272727273,1,0,0,3
Abies concolor,159,1,0,0,0,,,0,0,,4
Abies grandis,159,1,0,0,0,,,0,0,,5
Tsuga heterophylla,159,1,0.0776402534847141,1,0,31.242,0.161137415824916,5,1,0.2,6
Tsuga mertensiana,159,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,159,1,0,0,0,,,0,0,,8
Alnus rubra,159,1,0,0,0,,,0,0,,9
Abies amabilis,159,1,0,0,0,,,0,0,,10
other,159,1,0.0236860411104125,0.5,0,24.13,0.53355795148248,2,0,0,11
Pseudotsuga menziesii,159,2,0.350661843834632,4,8.33333333333333,31.80715,0.20135830352829,14,2,0.142857142857143,1
Pinus ponderosa,159,2,0,0,0,,,0,0,,2
Pinus contorta,159,2,0.0237759816879523,0.25,0,34.798,0.0620155038759691,1,0,0,3
Abies concolor,159,2,0,0,0,,,0,0,,4
Abies grandis,159,2,0,0,0,,,0,0,,5
Tsuga heterophylla,159,2,0.103253049784395,1.5,8.33333333333333,27.9823333333333,0.104527910775795,4,0,0,6
Tsuga mertensiana,159,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,159,2,0,0,0,,,0,0,,8
Alnus rubra,159,2,0,0,0,,,0,0,,9
Abies amabilis,159,2,0,0,0,,,0,0,,10
other,159,2,0.0406696090410629,0.5,0,31.623,0.310711412481324,2,0,0,11
Pseudotsuga menziesii,160,1,3.27951214621483,5.25,4.16666666666667,95.2193083333333,0.0786012085102959,21,1,0.0476190476190476,1
Pinus ponderosa,160,1,0,0,0,,,0,0,,2
Pinus contorta,160,1,0,0,0,,,0,0,,3
Abies concolor,160,1,0,0,0,,,0,0,,4
Abies grandis,160,1,0,0,0,,,0,0,,5
Tsuga heterophylla,160,1,0.038825193817148,0.75,8.33333333333333,22.0345,0.327433628318584,1,0,0,6
Tsuga mertensiana,160,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,160,1,0,0,0,,,0,0,,8
Alnus rubra,160,1,0,0,0,,,0,0,,9
Abies amabilis,160,1,0,0,0,,,0,0,,10
other,160,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,160,2,3.90240511673198,5.5,8.33333333333333,95.2585674603175,0.0647448633260281,20,0,0,1
Pinus ponderosa,160,2,0,0,0,,,0,0,,2
Pinus contorta,160,2,0,0,0,,,0,0,,3
Abies concolor,160,2,0,0,0,,,0,0,,4
Abies grandis,160,2,0,0,0,,,0,0,,5
Tsuga heterophylla,160,2,0.0644835937899476,1.25,4.16666666666667,24.22525,0.292568922305764,3,0,0,6
Tsuga mertensiana,160,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,160,2,0,0,0,,,0,0,,8
Alnus rubra,160,2,0,0,0,,,0,0,,9
Abies amabilis,160,2,0,0,0,,,0,0,,10
other,160,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,161,1,0.0793022540161539,0.5,0,44.45,0.172108251671398,2,0,0,1
Pinus ponderosa,161,1,0,0,0,,,0,0,,2
Pinus contorta,161,1,0,0,0,,,0,0,,3
Abies concolor,161,1,0,0,0,,,0,0,,4
Abies grandis,161,1,0,0,0,,,0,0,,5
Tsuga heterophylla,161,1,0.0925437872136692,1.5,0,27.3332222222222,0.138391260479956,6,0,0,6
Tsuga mertensiana,161,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,161,1,0,0,0,,,0,0,,8
Alnus rubra,161,1,0,0,0,,,0,0,,9
Abies amabilis,161,1,0,0,0,,,0,0,,10
other,161,1,0.382075174001282,2.75,0,38.9226136363636,0.145346044341354,13,2,0.153846153846154,11
Pseudotsuga menziesii,161,2,0.100036724060823,0.5,0,50.038,0.128551871514909,2,0,0,1
Pinus ponderosa,161,2,0,0,0,,,0,0,,2
Pinus contorta,161,2,0,0,0,,,0,0,,3
Abies concolor,161,2,0,0,0,,,0,0,,4
Abies grandis,161,2,0,0,0,,,0,0,,5
Tsuga heterophylla,161,2,0.130987683652796,2,8.33333333333333,25.2941666666667,0.112913939375121,6,0,0,6
Tsuga mertensiana,161,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,161,2,0,0,0,,,0,0,,8
Alnus rubra,161,2,0,0,0,,,0,0,,9
Abies amabilis,161,2,0,0,0,,,0,0,,10
other,161,2,0.425902837405819,2.25,0,46.7077777777778,0.103524774044313,11,2,0.181818181818182,11
Pseudotsuga menziesii,162,1,5.01719577350132,8,4.16666666666667,90.4033625,0.0228722766134001,32,1,0.03125,1
Pinus ponderosa,162,1,0,0,0,,,0,0,,2
Pinus contorta,162,1,0,0,0,,,0,0,,3
Abies concolor,162,1,0,0,0,,,0,0,,4
Abies grandis,162,1,0,0,0,,,0,0,,5
Tsuga heterophylla,162,1,0.0158916133131953,0.5,0,19.939,0.265343915343915,2,0,0,6
Tsuga mertensiana,162,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,162,1,0,0,0,,,0,0,,8
Alnus rubra,162,1,0,0,0,,,0,0,,9
Abies amabilis,162,1,0.00810731966555996,0.25,0,20.32,0.212121212121212,2,1,0.5,10
other,162,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,162,2,5.30205151702556,8.25,8.33333333333333,91.3849370629371,0.0244587650626755,31,0,0,1
Pinus ponderosa,162,2,0,0,0,,,0,0,,2
Pinus contorta,162,2,0,0,0,,,0,0,,3
Abies concolor,162,2,0,0,0,,,0,0,,4
Abies grandis,162,2,0.0164743269141574,0.5,4.16666666666667,20.193,0.1625,0,0,,5
Tsuga heterophylla,162,2,0.0208282109283026,0.5,0,22.86,0.148298083278255,2,0,0,6
Tsuga mertensiana,162,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,162,2,0,0,0,,,0,0,,8
Alnus rubra,162,2,0,0,0,,,0,0,,9
Abies amabilis,162,2,0,0,0,,,0,0,,10
other,162,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,163,1,2.35770990024066,2.75,0,103.1875,0.00739540005987936,11,0,0,1
Pinus ponderosa,163,1,0,0,0,,,0,0,,2
Pinus contorta,163,1,0,0,0,,,0,0,,3
Abies concolor,163,1,0,0,0,,,0,0,,4
Abies grandis,163,1,0,0,0,,,0,0,,5
Tsuga heterophylla,163,1,3.38105252471987,5.75,4.16666666666667,85.0265,0.0231083728505472,23,1,0.0434782608695652,6
Tsuga mertensiana,163,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,163,1,0,0,0,,,0,0,,8
Alnus rubra,163,1,0,0,0,,,0,0,,9
Abies amabilis,163,1,0,0,0,,,0,0,,10
other,163,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,163,2,2.41441173392036,2.75,0,104.464555555556,0.0122339012149173,11,0,0,1
Pinus ponderosa,163,2,0,0,0,,,0,0,,2
Pinus contorta,163,2,0,0,0,,,0,0,,3
Abies concolor,163,2,0,0,0,,,0,0,,4
Abies grandis,163,2,0,0,0,,,0,0,,5
Tsuga heterophylla,163,2,2.94572872850893,5,0,86.32825,0.0232965493398639,22,2,0.0909090909090909,6
Tsuga mertensiana,163,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,163,2,0,0,0,,,0,0,,8
Alnus rubra,163,2,0,0,0,,,0,0,,9
Abies amabilis,163,2,0.00342534255869909,0.25,4.16666666666667,13.208,,0,0,,10
other,163,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,164,1,0.250521244740594,5.5,45.8333333333333,22.1845909090909,0.671939188856375,12,1,0.0833333333333333,1
Pinus ponderosa,164,1,0,0,0,,,0,0,,2
Pinus contorta,164,1,0,0,0,,,0,0,,3
Abies concolor,164,1,0,0,0,,,0,0,,4
Abies grandis,164,1,0,0,0,,,0,0,,5
Tsuga heterophylla,164,1,0.0170456395968398,0.25,0,29.464,0.546666666666667,1,0,0,6
Tsuga mertensiana,164,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,164,1,0,0,0,,,0,0,,8
Alnus rubra,164,1,0.209842768318647,6.25,25,20.6645808823529,0.399064699701302,18,0,0,9
Abies amabilis,164,1,0,0,0,,,0,0,,10
other,164,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,164,2,0.373521951754116,5.25,0,27.7878474025974,0.266446919077723,21,1,0.0476190476190476,1
Pinus ponderosa,164,2,0,0,0,,,0,0,,2
Pinus contorta,164,2,0,0,0,,,0,0,,3
Abies concolor,164,2,0,0,0,,,0,0,,4
Abies grandis,164,2,0,0,0,,,0,0,,5
Tsuga heterophylla,164,2,0.0266338118700622,0.25,0,36.83,0.25,1,0,0,6
Tsuga mertensiana,164,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,164,2,0,0,0,,,0,0,,8
Alnus rubra,164,2,0.232449522498582,4.5,0,25.5715324675325,0.181041348667551,19,1,0.0526315789473684,9
Abies amabilis,164,2,0,0,0,,,0,0,,10
other,164,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,165,1,0.827592657922966,4,0,55.0791944444445,0.106666465419726,16,0,0,1
Pinus ponderosa,165,1,0,0,0,,,0,0,,2
Pinus contorta,165,1,0,0,0,,,0,0,,3
Abies concolor,165,1,0,0,0,,,0,0,,4
Abies grandis,165,1,0,0,0,,,0,0,,5
Tsuga heterophylla,165,1,0,0,0,,,0,0,,6
Tsuga mertensiana,165,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,165,1,0,0,0,,,0,0,,8
Alnus rubra,165,1,0.441068592255208,5,8.33333333333333,33.2669444444445,0.101272795244872,18,0,0,9
Abies amabilis,165,1,0,0,0,,,0,0,,10
other,165,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,165,2,0,0,0,,,0,0,,1
Pinus ponderosa,165,2,0,0,0,,,0,0,,2
Pinus contorta,165,2,0,0,0,,,0,0,,3
Abies concolor,165,2,0,0,0,,,0,0,,4
Abies grandis,165,2,0,0,0,,,0,0,,5
Tsuga heterophylla,165,2,0,0,0,,,0,0,,6
Tsuga mertensiana,165,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,165,2,0,0,0,,,0,0,,8
Alnus rubra,165,2,0,0,0,,,0,0,,9
Abies amabilis,165,2,0,0,0,,,0,0,,10
other,165,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,166,1,0.927653450589046,6,4.16666666666667,45.6819,0.283986266019238,24,1,0.0416666666666667,1
Pinus ponderosa,166,1,0,0,0,,,0,0,,2
Pinus contorta,166,1,0,0,0,,,0,0,,3
Abies concolor,166,1,0,0,0,,,0,0,,4
Abies grandis,166,1,0,0,0,,,0,0,,5
Tsuga heterophylla,166,1,0,0,0,,,0,0,,6
Tsuga mertensiana,166,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,166,1,0,0,0,,,0,0,,8
Alnus rubra,166,1,0.109329739227472,0.75,0,41.2115,0.25784632034632,3,0,0,9
Abies amabilis,166,1,0,0,0,,,0,0,,10
other,166,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,166,2,1.19250944991331,5.25,4.16666666666667,54.1721386363636,0.148186664765526,20,0,0,1
Pinus ponderosa,166,2,0,0,0,,,0,0,,2
Pinus contorta,166,2,0,0,0,,,0,0,,3
Abies concolor,166,2,0,0,0,,,0,0,,4
Abies grandis,166,2,0,0,0,,,0,0,,5
Tsuga heterophylla,166,2,0,0,0,,,0,0,,6
Tsuga mertensiana,166,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,166,2,0,0,0,,,0,0,,8
Alnus rubra,166,2,0.133256466390455,0.75,0,45.593,0.108854641075689,3,0,0,9
Abies amabilis,166,2,0,0,0,,,0,0,,10
other,166,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,167,1,1.06765926060108,4,41.6666666666667,66.8231666666667,0.420699527521919,5,0,0,1
Pinus ponderosa,167,1,0,0,0,,,0,0,,2
Pinus contorta,167,1,0,0,0,,,0,0,,3
Abies concolor,167,1,0,0,0,,,0,0,,4
Abies grandis,167,1,0,0,0,,,0,0,,5
Tsuga heterophylla,167,1,0.914671604974568,1.25,0,94.0011666666667,0.188567011495665,5,0,0,6
Tsuga mertensiana,167,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,167,1,0,0,0,,,0,0,,8
Alnus rubra,167,1,0.0849761110133481,0.25,0,65.786,0.0836820083682008,1,0,0,9
Abies amabilis,167,1,0,0,0,,,0,0,,10
other,167,1,0.700920855223382,1.5,4.16666666666667,73.3213333333333,0.110701276341355,1,0,0,11
Pseudotsuga menziesii,167,2,1.23392011864255,3.75,0,73.7023333333333,0.233152246390442,16,1,0.0625,1
Pinus ponderosa,167,2,0,0,0,,,0,0,,2
Pinus contorta,167,2,0,0,0,,,0,0,,3
Abies concolor,167,2,0,0,0,,,0,0,,4
Abies grandis,167,2,0,0,0,,,0,0,,5
Tsuga heterophylla,167,2,1.12958651515898,1.25,0,104.796166666667,0.11938982065301,5,0,0,6
Tsuga mertensiana,167,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,167,2,0,0,0,,,0,0,,8
Alnus rubra,167,2,0.0944110042741435,0.25,0,69.342,0.054054054054054,1,0,0,9
Abies amabilis,167,2,0,0,0,,,0,0,,10
other,167,2,0.786657027455377,1.25,0,86.106,0.0685552194714939,6,1,0.166666666666667,11
Pseudotsuga menziesii,168,1,0.171364669124681,0.75,4.16666666666667,53.2765,0.0715482924785251,3,1,0.333333333333333,1
Pinus ponderosa,168,1,0.480045798316085,4.75,4.16666666666667,41.934053030303,0.0501617966224954,19,1,0.0526315789473684,2
Pinus contorta,168,1,0,0,0,,,0,0,,3
Abies concolor,168,1,0,0,0,,,0,0,,4
Abies grandis,168,1,0,0,0,,,0,0,,5
Tsuga heterophylla,168,1,0,0,0,,,0,0,,6
Tsuga mertensiana,168,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,168,1,0,0,0,,,0,0,,8
Alnus rubra,168,1,0,0,0,,,0,0,,9
Abies amabilis,168,1,0,0,0,,,0,0,,10
other,168,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,168,2,0.277367873751877,1,4.16666666666667,55.0545,0.119651674538428,3,0,0,1
Pinus ponderosa,168,2,0.647976257501182,5,8.33333333333333,45.1273333333333,0.0238662387490675,18,0,0,2
Pinus contorta,168,2,0,0,0,,,0,0,,3
Abies concolor,168,2,0,0,0,,,0,0,,4
Abies grandis,168,2,0,0,0,,,0,0,,5
Tsuga heterophylla,168,2,0,0,0,,,0,0,,6
Tsuga mertensiana,168,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,168,2,0,0,0,,,0,0,,8
Alnus rubra,168,2,0,0,0,,,0,0,,9
Abies amabilis,168,2,0,0,0,,,0,0,,10
other,168,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,169,1,1.02502996038461,3.75,8.33333333333333,52.4056428571429,0.063299864534333,13,0,0,1
Pinus ponderosa,169,1,0.352995231775876,1,0,58.42,0.0491673174189364,4,0,0,2
Pinus contorta,169,1,0,0,0,,,0,0,,3
Abies concolor,169,1,0,0,0,,,0,0,,4
Abies grandis,169,1,0,0,0,,,0,0,,5
Tsuga heterophylla,169,1,0,0,0,,,0,0,,6
Tsuga mertensiana,169,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,169,1,0,0,0,,,0,0,,8
Alnus rubra,169,1,0,0,0,,,0,0,,9
Abies amabilis,169,1,0,0,0,,,0,0,,10
other,169,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,169,2,1.09552943872014,3.75,4.16666666666667,54.848125,0.119246109564574,13,0,0,1
Pinus ponderosa,169,2,0.512127982355143,1.25,4.16666666666667,69.6806666666667,0.0433850217450685,4,0,0,2
Pinus contorta,169,2,0,0,0,,,0,0,,3
Abies concolor,169,2,0,0,0,,,0,0,,4
Abies grandis,169,2,0,0,0,,,0,0,,5
Tsuga heterophylla,169,2,0,0,0,,,0,0,,6
Tsuga mertensiana,169,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,169,2,0,0,0,,,0,0,,8
Alnus rubra,169,2,0,0,0,,,0,0,,9
Abies amabilis,169,2,0,0,0,,,0,0,,10
other,169,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,170,1,0.0161462338214418,0.5,4.16666666666667,19.812,0.0326086956521738,1,0,0,1
Pinus ponderosa,170,1,0,0,0,,,0,0,,2
Pinus contorta,170,1,0.0428877210308122,0.25,0,46.736,0.0165745856353592,1,0,0,3
Abies concolor,170,1,0,0,0,,,0,0,,4
Abies grandis,170,1,0.102563927612822,0.5,4.16666666666667,49.403,0.265486725663717,1,0,0,5
Tsuga heterophylla,170,1,0,0,0,,,0,0,,6
Tsuga mertensiana,170,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,170,1,0,0,0,,,0,0,,8
Alnus rubra,170,1,0,0,0,,,0,0,,9
Abies amabilis,170,1,0,0,0,,,0,0,,10
other,170,1,0.232564798450076,1,0,49.53,0.0479443348578548,4,0,0,11
Pseudotsuga menziesii,170,2,0.0318706336665349,1,8.33333333333333,20.9126666666667,0.221829163071614,2,0,0,1
Pinus ponderosa,170,2,0,0,0,,,0,0,,2
Pinus contorta,170,2,0.0676644499899821,1.5,20.8333333333333,25.4211666666667,0.0163043478260869,1,0,0,3
Abies concolor,170,2,0,0,0,,,0,0,,4
Abies grandis,170,2,0.136278976503272,1.25,12.5,41.5431111111111,0.147336403433964,2,0,0,5
Tsuga heterophylla,170,2,0,0,0,,,0,0,,6
Tsuga mertensiana,170,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,170,2,0,0,0,,,0,0,,8
Alnus rubra,170,2,0,0,0,,,0,0,,9
Abies amabilis,170,2,0,0,0,,,0,0,,10
other,170,2,0.235444163700048,1,0,49.8263333333333,0.00550389961799661,4,0,0,11
Pseudotsuga menziesii,171,1,0.324693085530886,3.5,0,36.7876666666667,0.108352738700121,15,1,0.0666666666666667,1
Pinus ponderosa,171,1,0.28672549412211,1.25,0,53.213,0.0894187314944678,5,0,0,2
Pinus contorta,171,1,0.00872676955875665,0.25,0,21.082,0.169014084507042,2,1,0.5,3
Abies concolor,171,1,0,0,0,,,0,0,,4
Abies grandis,171,1,0.0145944421667057,0.5,0,18.923,0.186666666666667,1,0,0,5
Tsuga heterophylla,171,1,0,0,0,,,0,0,,6
Tsuga mertensiana,171,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,171,1,0,0,0,,,0,0,,8
Alnus rubra,171,1,0,0,0,,,0,0,,9
Abies amabilis,171,1,0,0,0,,,0,0,,10
other,171,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,171,2,0.457375705701263,3.75,4.16666666666667,42.0454666666667,0.0951322149147871,14,0,0,1
Pinus ponderosa,171,2,0.325350538485015,1.5,4.16666666666667,53.4881666666667,0.0729032459504593,5,0,0,2
Pinus contorta,171,2,0.0102608264517243,0.25,0,22.86,0.0843373493975903,1,0,0,3
Abies concolor,171,2,0,0,0,,,0,0,,4
Abies grandis,171,2,0.239494023226735,1.5,16.6666666666667,46.0375,0.212359550561798,2,0,0,5
Tsuga heterophylla,171,2,0,0,0,,,0,0,,6
Tsuga mertensiana,171,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,171,2,0,0,0,,,0,0,,8
Alnus rubra,171,2,0,0,0,,,0,0,,9
Abies amabilis,171,2,0,0,0,,,0,0,,10
other,171,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,172,1,0,0,0,,,0,0,,1
Pinus ponderosa,172,1,0,0,0,,,0,0,,2
Pinus contorta,172,1,0.0160436255569245,0.5,0,20.193,0.127113526570048,2,0,0,3
Abies concolor,172,1,0,0,0,,,0,0,,4
Abies grandis,172,1,0,0,0,,,0,0,,5
Tsuga heterophylla,172,1,0,0,0,,,0,0,,6
Tsuga mertensiana,172,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,172,1,0,0,0,,,0,0,,8
Alnus rubra,172,1,0,0,0,,,0,0,,9
Abies amabilis,172,1,0,0,0,,,0,0,,10
other,172,1,1.00621337814832,8.5,41.6666666666667,31.1489459001782,0.203445683948366,25,1,0.04,11
Pseudotsuga menziesii,172,2,0,0,0,,,0,0,,1
Pinus ponderosa,172,2,0,0,0,,,0,0,,2
Pinus contorta,172,2,0.0174421381992336,0.75,8.33333333333333,16.51,0.108433734939759,2,1,0.5,3
Abies concolor,172,2,0,0,0,,,0,0,,4
Abies grandis,172,2,0,0,0,,,0,0,,5
Tsuga heterophylla,172,2,0,0,0,,,0,0,,6
Tsuga mertensiana,172,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,172,2,0,0,0,,,0,0,,8
Alnus rubra,172,2,0,0,0,,,0,0,,9
Abies amabilis,172,2,0,0,0,,,0,0,,10
other,172,2,1.44613427796337,11.5,45.8333333333334,31.7848724120083,0.116356080688119,34,0,0,11
Pseudotsuga menziesii,173,1,0,0,0,,,0,0,,1
Pinus ponderosa,173,1,0,0,0,,,0,0,,2
Pinus contorta,173,1,0.00369389752262076,0.25,4.16666666666667,13.716,,0,0,,3
Abies concolor,173,1,0,0,0,,,0,0,,4
Abies grandis,173,1,0.0226434904721694,0.75,4.16666666666667,19.3886666666667,0.183589743589744,2,0,0,5
Tsuga heterophylla,173,1,0,0,0,,,0,0,,6
Tsuga mertensiana,173,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,173,1,0,0,0,,,0,0,,8
Alnus rubra,173,1,0,0,0,,,0,0,,9
Abies amabilis,173,1,0,0,0,,,0,0,,10
other,173,1,0.124419487954995,1.5,0,31.623,0.157778255987449,5,0,0,11
Pseudotsuga menziesii,173,2,0,0,0,,,0,0,,1
Pinus ponderosa,173,2,0,0,0,,,0,0,,2
Pinus contorta,173,2,0.0287024451534778,1.75,25,14.1675555555556,0.296296296296297,1,0,0,3
Abies concolor,173,2,0,0,0,,,0,0,,4
Abies grandis,173,2,0.0415170772998535,1.25,8.33333333333333,19.2405,0.184110704110704,3,0,0,5
Tsuga heterophylla,173,2,0,0,0,,,0,0,,6
Tsuga mertensiana,173,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,173,2,0,0,0,,,0,0,,8
Alnus rubra,173,2,0,0,0,,,0,0,,9
Abies amabilis,173,2,0,0,0,,,0,0,,10
other,173,2,0.143797248724381,1.5,0,34.32175,0.0950529124496117,6,0,0,11
Pseudotsuga menziesii,174,1,0.0865963081777624,0.5,0,46.736,0.0471068976789801,2,0,0,1
Pinus ponderosa,174,1,0,0,0,,,0,0,,2
Pinus contorta,174,1,0.0627139179191995,2.25,8.33333333333333,15.9596666666667,0.0755960729745051,7,0,0,3
Abies concolor,174,1,0,0,0,,,0,0,,4
